Log,mixer_motor_temperature_M1,mixer_speed_M2,cp_temperature,cp_pressure,cp_flowrate,mixer_pressure,mixer_temperature_Funnel_outlet,mixer_torque_M2,mixer_temperature_Funnel,ac_flowrate,mixer_speed_M1,mixer_motor_temperature_M2,mixer_torque_M1,Time
891,21.3,60.092,25.1,0.638,3.0,0.361,28.3,3.398,25.6,103.2,60.092,23.8,2.152,12:28:34.991
892,21.6,59.895,26.5,0.62,3.0,0.27,26.2,3.021,25.6,103.2,59.895,23.4,2.19,12:28:36.147
893,21.8,60.216,26.5,0.531,3.0,0.254,26.2,3.134,25.6,103.2,60.294,23.4,2.379,12:28:37.291
894,21.6,59.913,25.0,0.51,3.0,0.259,26.2,2.303,25.6,103.2,59.913,23.4,2.719,12:28:38.458
895,21.3,59.998,25.0,0.559,3.0,0.25,26.2,3.965,27.1,103.2,59.998,23.2,2.492,12:28:39.615
896,21.8,59.603,25.0,0.502,3.0,0.245,28.3,3.134,25.6,103.2,59.603,23.8,2.794,12:28:40.769
897,22.3,59.803,26.5,0.526,3.0,0.265,28.3,3.587,25.6,103.2,59.803,23.8,2.643,12:28:41.923
898,21.3,59.964,26.5,0.573,3.0,0.255,26.2,2.605,25.6,103.2,59.964,23.6,2.983,12:28:43.088
899,22.3,59.724,25.1,0.597,3.0,0.222,26.2,2.794,27.1,103.2,59.724,23.4,2.568,12:28:44.262
900,21.1,60.248,25.1,0.574,3.0,0.208,28.3,2.87,25.6,103.2,60.248,23.4,3.361,12:28:45.416
901,21.3,59.984,26.5,0.574,3.0,0.313,26.2,2.643,25.6,103.2,59.984,23.4,2.832,12:28:46.584
902,21.8,59.719,25.0,0.502,3.0,0.242,26.2,3.059,25.6,103.2,59.719,23.8,2.379,12:28:47.757
903,21.3,60.074,25.1,0.559,3.0,0.237,28.3,2.908,25.6,103.2,60.074,23.2,2.643,12:28:48.925
904,21.3,59.896,25.0,0.553,3.0,0.25,28.3,2.681,25.6,103.2,59.896,23.6,2.568,12:28:50.080
905,21.8,59.924,26.5,0.586,3.0,0.231,26.2,2.908,25.6,103.2,59.924,23.8,2.19,12:28:51.249
906,20.9,59.648,25.0,0.558,3.0,0.216,26.2,2.605,25.6,103.2,59.648,23.8,2.87,12:28:52.401
907,21.3,59.95,25.0,0.391,3.0,0.208,26.2,3.814,27.1,103.2,59.95,23.8,2.983,12:28:53.555
908,21.3,60.15,25.0,0.507,3.0,0.238,28.3,2.719,25.6,103.2,60.15,23.8,2.379,12:28:54.722
909,21.3,61.097,26.5,0.548,3.0,0.322,26.2,3.549,25.6,103.2,60.46,23.2,2.605,12:28:55.892
910,21.6,59.991,25.0,0.543,3.0,0.251,26.2,3.21,27.1,103.2,59.991,23.4,2.379,12:28:57.064
911,21.8,59.716,25.0,0.535,3.0,0.291,28.3,2.303,25.6,103.2,59.716,23.4,2.001,12:28:58.239
912,22.0,60.148,26.5,0.483,3.0,0.266,26.2,2.417,25.6,103.2,60.148,23.6,2.53,12:28:59.392
913,21.6,60.223,26.5,0.505,3.0,0.321,26.2,3.549,25.6,103.2,60.223,24.1,2.303,12:29:00.543
914,22.3,59.827,25.0,0.553,3.0,0.255,26.2,3.021,27.1,103.2,59.012,23.8,3.549,12:29:01.712
915,21.8,60.061,25.0,0.54,3.0,0.3,28.3,2.53,27.1,103.2,60.061,24.1,2.756,12:29:02.867
916,21.3,60.111,26.5,0.612,3.0,0.295,26.2,2.945,25.6,103.2,60.111,23.8,2.115,12:29:04.034
917,21.3,59.817,25.0,0.525,3.0,0.273,26.2,3.021,25.6,103.2,59.817,23.4,2.228,12:29:05.204
918,22.0,60.024,25.0,0.47,3.0,0.251,26.2,2.001,27.1,103.2,60.024,23.2,2.605,12:29:06.372
919,21.3,60.035,25.0,0.413,3.0,0.265,28.3,2.492,25.6,103.2,60.035,23.4,2.681,12:29:07.539
920,22.0,60.54,26.5,0.496,3.0,0.237,26.2,3.096,25.6,103.2,60.54,23.6,2.756,12:29:08.711
921,21.8,60.164,25.0,0.548,3.0,0.243,26.2,2.605,27.1,103.2,60.164,23.4,2.19,12:29:09.875
922,21.8,60.168,25.0,0.479,3.0,0.299,28.3,2.87,25.6,103.2,60.168,23.6,2.341,12:29:11.040
923,22.0,60.168,26.5,0.378,3.0,0.242,26.2,2.605,25.6,103.2,60.168,23.6,2.115,12:29:12.209
924,22.3,59.402,25.0,0.455,3.0,0.278,26.2,2.152,25.6,103.2,59.402,23.4,2.908,12:29:13.364
925,20.9,60.725,25.0,0.469,3.0,0.273,28.3,3.776,27.1,103.2,60.725,23.6,2.039,12:29:14.532
926,22.0,59.371,25.0,0.52,3.0,0.256,26.2,2.53,25.6,103.2,59.371,23.8,3.512,12:29:15.699
927,22.3,60.178,25.0,0.491,3.0,0.281,26.2,1.775,25.5,103.2,60.178,23.8,2.454,12:29:16.850
928,21.3,59.751,25.0,0.422,3.0,0.255,26.2,3.21,25.6,103.2,59.751,23.8,2.417,12:29:18.014
929,22.0,59.636,25.0,0.501,3.0,0.336,26.2,2.908,27.0,103.2,59.636,23.4,2.454,12:29:19.178
930,21.8,59.804,25.0,0.374,3.0,0.217,26.2,1.888,25.6,103.2,59.804,23.6,2.341,12:29:20.345
931,21.3,60.532,26.5,0.496,3.0,0.278,26.2,3.361,25.6,103.2,60.532,23.8,2.794,12:29:21.519
932,21.6,59.935,25.0,0.529,3.0,0.228,28.3,3.549,27.0,103.2,59.935,23.6,2.681,12:29:22.687
933,21.8,59.578,25.0,0.417,3.0,0.28,26.2,2.341,25.6,103.2,59.578,24.3,3.247,12:29:23.854
934,22.0,60.023,26.5,0.459,3.0,0.226,26.2,2.945,25.6,103.2,60.023,23.6,2.152,12:29:25.020
935,21.8,60.065,25.0,0.476,3.0,0.326,26.2,2.568,25.6,103.2,60.065,23.6,2.19,12:29:26.190
936,21.3,60.153,25.0,0.476,3.0,0.243,28.3,2.152,25.5,103.2,60.153,24.1,2.454,12:29:27.362
937,21.8,60.662,26.5,0.408,3.0,0.303,26.2,3.625,25.5,103.2,60.662,23.8,2.303,12:29:28.522
938,21.8,59.879,26.5,0.443,3.0,0.251,26.2,2.605,25.5,103.2,59.879,23.8,2.756,12:29:29.682
939,21.8,60.46,25.0,0.326,3.0,0.295,28.3,2.832,27.0,103.2,60.46,23.6,2.379,12:29:30.848
940,21.3,60.255,25.0,0.435,3.0,0.278,28.3,3.398,27.0,103.2,60.255,23.2,1.964,12:29:32.008
941,21.8,60.131,26.4,0.216,3.0,0.269,26.1,3.587,25.5,103.2,60.131,23.8,2.115,12:29:33.172
942,22.3,61.603,25.0,0.306,3.0,0.245,26.2,2.87,25.5,103.2,61.603,23.8,2.794,12:29:34.338
943,21.8,60.082,25.0,0.358,3.0,0.256,26.2,3.096,25.5,103.2,60.082,23.4,1.812,12:29:35.522
944,21.3,59.835,26.4,0.225,3.0,0.309,26.2,3.096,25.5,103.2,59.835,23.8,2.681,12:29:36.687
945,22.0,60.557,25.0,0.254,3.0,0.293,26.2,2.341,25.6,103.2,60.557,23.8,2.568,12:29:37.856
946,21.6,59.911,25.0,0.262,3.0,0.25,26.2,2.756,25.5,103.2,59.911,23.4,2.303,12:29:39.037
947,21.6,59.816,26.5,0.226,3.0,0.259,26.2,2.643,25.5,103.2,59.816,23.8,2.152,12:29:40.205
948,21.3,59.658,25.0,0.221,3.0,0.203,26.2,1.926,25.6,103.2,59.658,23.8,2.87,12:29:41.360
949,21.3,60.243,25.0,0.232,3.0,0.242,28.2,2.681,27.0,103.2,60.243,23.6,2.341,12:29:42.531
950,21.6,58.597,25.0,0.227,3.0,0.291,26.1,2.039,25.5,103.2,58.597,23.6,2.719,12:29:43.698
