Log,mixer_torque_M1,cp_flowrate,mixer_temperature_Funnel_outlet,mixer_temperature_Funnel,mixer_torque_M2,ac_flowrate,mixer_pressure,mixer_motor_temperature_M2,cp_temperature,cp_pressure,mixer_motor_temperature_M1,mixer_speed_M2,mixer_speed_M1,Time
1112,3.625,5.0,26.3,26.0,2.605,173.6,0.242,28.8,24.4,0.754,25.9,120.678,120.678,12:24:27.570
1113,5.022,5.0,26.3,27.5,4.342,173.6,0.266,29.5,24.4,0.802,25.9,119.845,119.845,12:24:28.742
1114,3.852,5.0,28.4,26.0,5.06,173.6,0.271,28.8,24.4,0.84,25.9,119.981,119.981,12:24:29.912
1115,3.814,5.0,26.3,26.0,3.776,173.6,0.248,29.1,24.4,0.809,26.6,120.833,120.833,12:24:31.093
1116,3.663,5.0,26.3,26.0,3.625,173.6,0.303,29.3,24.4,0.822,25.9,120.474,120.474,12:24:32.267
1117,3.889,5.0,26.3,26.0,3.587,173.6,0.284,29.1,25.8,0.801,26.6,119.648,119.648,12:24:33.437
1118,4.191,5.0,26.3,26.0,4.229,173.6,0.259,29.3,24.4,0.82,27.0,119.796,119.796,12:24:34.605
1119,4.871,5.0,26.3,26.0,4.871,173.6,0.343,29.3,24.4,0.796,26.3,120.403,120.403,12:24:35.770
1120,3.247,5.0,26.3,26.0,5.249,173.6,0.238,28.8,24.4,0.781,27.0,119.62,119.62,12:24:36.957
1121,3.663,5.0,26.3,25.9,4.871,173.6,0.3,29.5,24.4,0.774,26.6,119.797,119.797,12:24:38.140
1122,4.078,5.0,26.3,26.0,3.776,173.6,0.286,29.3,25.8,0.829,26.3,119.791,119.791,12:24:39.320
1123,3.889,5.0,26.3,27.4,3.7,173.6,0.276,29.3,24.4,0.769,26.6,119.07,119.07,12:24:40.502
1124,4.154,5.0,28.4,26.0,4.682,173.6,0.284,29.3,25.8,0.789,26.8,120.235,120.235,12:24:41.674
1125,4.191,5.0,26.3,26.0,4.947,173.6,0.316,29.3,24.4,0.817,26.1,120.263,120.263,12:24:42.844
1126,3.663,5.0,28.4,25.9,3.323,173.6,0.261,29.3,24.4,0.748,26.3,120.487,120.487,12:24:44.027
1127,3.776,5.0,26.3,25.9,4.796,173.6,0.24,29.5,25.8,0.796,26.6,120.596,120.596,12:24:45.194
1128,3.663,5.0,26.3,27.4,4.418,173.6,0.266,29.3,24.4,0.825,26.6,120.532,120.532,12:24:46.380
1129,3.927,5.0,28.4,25.9,2.794,173.6,0.256,29.1,25.8,0.731,26.6,120.266,120.266,12:24:47.551
1130,4.909,5.0,26.3,25.9,4.078,173.6,0.219,29.5,25.8,0.884,27.0,119.152,119.152,12:24:48.716
1131,3.059,5.0,28.4,25.9,4.758,173.6,0.291,29.5,24.4,0.768,26.6,120.219,120.219,12:24:49.901
1132,3.776,5.0,26.3,25.9,2.983,173.6,0.237,29.3,25.8,0.798,26.8,119.995,119.995,12:24:51.075
1133,4.418,5.0,26.3,27.4,4.569,173.6,0.284,29.3,24.4,0.786,26.3,120.139,120.139,12:24:52.262
1134,3.7,5.0,26.3,25.9,4.229,173.6,0.286,29.3,25.8,0.825,26.8,119.523,119.523,12:24:53.429
1135,4.607,5.0,26.3,25.9,3.738,173.6,0.284,29.5,24.4,0.741,26.6,119.783,119.783,12:24:54.597
1136,4.229,5.0,26.3,27.4,4.833,173.6,0.273,29.5,24.4,0.846,26.8,119.671,119.671,12:24:55.762
1137,3.927,5.0,28.4,25.9,5.588,173.6,0.273,29.3,24.4,0.751,27.0,119.666,119.666,12:24:56.932
1138,3.965,5.0,26.3,27.4,4.909,173.6,0.27,29.1,24.4,0.806,26.1,119.653,119.653,12:24:58.117
1139,4.531,5.0,28.4,25.9,4.116,173.6,0.322,29.8,24.4,0.824,26.1,119.996,119.996,12:24:59.287
1140,4.644,5.0,26.3,25.9,3.852,173.6,0.293,29.1,24.4,0.743,25.9,119.036,119.036,12:25:00.473
1141,4.833,5.0,26.3,27.4,4.833,173.6,0.27,29.3,24.4,0.784,26.6,120.027,120.027,12:25:01.644
1142,3.285,5.0,26.3,25.9,4.456,173.6,0.295,29.3,25.8,0.806,26.6,120.392,120.392,12:25:02.818
1143,3.852,5.0,26.3,27.3,3.587,173.6,0.275,29.1,24.4,0.729,26.3,119.758,119.758,12:25:04.007
1144,3.852,5.0,28.4,25.9,3.512,173.6,0.228,29.3,25.8,0.767,26.3,119.751,119.751,12:25:05.179
1145,3.096,5.0,26.3,25.9,4.833,173.6,0.321,29.5,25.8,0.831,27.0,120.535,120.535,12:25:06.345
1146,3.852,5.0,26.3,27.3,3.512,173.6,0.28,29.3,24.4,0.768,27.0,120.02,120.02,12:25:07.516
1147,4.078,5.0,26.3,25.8,4.04,173.6,0.316,29.3,24.4,0.781,26.3,119.849,119.676,12:25:08.717
1148,3.398,5.0,28.4,25.8,4.493,173.6,0.293,29.5,24.3,0.902,25.9,120.528,120.528,12:25:09.899
1149,4.531,5.0,26.3,25.8,3.021,173.6,0.26,29.5,25.8,0.701,26.6,120.283,120.283,12:25:11.067
1150,3.587,5.0,28.4,27.3,4.607,173.6,0.278,29.3,24.4,0.797,27.0,119.954,119.954,12:25:12.263
1151,3.436,5.0,26.3,25.8,4.607,173.6,0.286,29.8,25.8,0.815,26.8,119.822,119.822,12:25:13.431
1152,4.607,5.0,26.3,25.8,3.587,173.6,0.276,29.3,24.4,0.709,26.3,119.234,119.234,12:25:14.616
1153,5.135,5.0,26.3,25.8,3.7,173.6,0.273,29.1,25.8,0.857,27.0,119.605,119.605,12:25:15.798
1154,4.078,5.0,26.3,25.8,5.098,173.6,0.26,28.8,24.4,0.388,26.6,119.702,119.702,12:25:16.984
1155,4.003,5.0,26.3,25.8,4.456,173.6,0.299,29.3,25.8,0.763,26.6,120.663,120.663,12:25:18.169
1156,4.04,5.0,26.3,25.8,5.551,173.6,0.295,29.3,24.4,0.894,26.3,119.573,119.573,12:25:19.339
1157,3.889,5.0,28.4,25.8,3.549,173.6,0.331,29.5,24.4,0.61,26.8,119.531,119.531,12:25:20.523
1158,4.078,5.0,26.3,25.8,5.437,173.6,0.298,29.8,24.4,0.769,26.6,119.706,119.706,12:25:21.706
1159,3.814,5.0,28.4,25.8,4.267,173.6,0.3,29.3,24.4,0.786,27.0,119.986,119.986,12:25:22.878
1160,3.852,5.0,26.3,25.8,4.003,173.6,0.298,29.3,25.8,0.64,26.6,120.136,120.136,12:25:24.046
1161,4.569,5.0,26.3,27.2,5.475,173.6,0.26,29.3,24.4,0.692,26.1,119.826,119.826,12:25:25.232
1162,3.587,5.0,26.3,25.7,4.078,173.6,0.286,29.5,25.8,0.757,26.6,120.087,120.087,12:25:26.417
1163,4.229,5.0,26.3,27.2,3.889,173.6,0.255,29.3,24.3,0.71,26.6,119.955,119.955,12:25:27.603
1164,3.776,5.0,26.3,25.7,4.569,173.6,0.291,29.3,25.8,0.63,27.0,119.941,119.941,12:25:28.793
1165,3.285,5.0,26.3,25.7,4.493,173.6,0.283,30.0,24.4,0.726,26.8,120.2,120.2,12:25:29.963
1166,4.38,5.0,26.3,25.7,4.758,173.6,0.269,29.3,25.8,0.801,26.6,119.932,119.932,12:25:31.158
1167,4.607,5.0,26.3,27.2,4.003,173.6,0.266,29.5,24.4,0.533,27.5,119.951,119.951,12:25:32.343
1168,4.003,5.0,26.3,25.7,3.512,173.6,0.255,29.5,25.8,0.668,26.6,119.839,119.839,12:25:33.530
1169,3.889,5.0,26.3,27.2,4.456,173.6,0.271,29.3,24.3,0.692,26.8,120.031,120.031,12:25:34.711
1170,3.059,5.0,26.3,25.7,6.042,173.6,0.269,30.0,25.8,0.584,26.8,120.611,120.611,12:25:35.899
1171,3.247,5.0,26.3,27.2,2.87,173.6,0.266,30.0,24.3,0.658,26.8,120.346,120.346,12:25:37.076
1172,4.456,5.0,28.4,25.7,4.229,173.6,0.291,29.5,24.3,0.703,27.0,119.786,119.786,12:25:38.246
1173,2.454,5.0,26.3,25.7,5.324,173.6,0.266,29.8,24.3,0.518,26.6,113.489,113.489,12:25:39.427
