Log,mixer_speed_M2,cp_temperature_fresh,mixer_motor_temperature_M1,mixer_temperature_Funnel_outlet,ac_flowrate,mixer_pressure,cp_temperature,mixer_motor_temperature_M2,cp_pressure,mixer_torque_M2,mixer_torque_M1,cp_flowrate,mixer_speed_M1,Time
891,119.849,21.9,26.1,23.1,0.0,0.251,21.3,30.0,0.331,3.436,3.625,3.0,119.849,10:56:27.976
892,121.134,23.4,25.4,23.1,0.0,0.265,21.3,30.0,0.338,3.323,3.436,3.0,121.134,10:56:29.159
893,119.767,21.9,25.9,25.2,0.0,0.251,22.7,30.2,0.317,4.531,3.096,3.0,119.767,10:56:30.319
894,120.629,21.9,26.3,23.2,0.0,0.238,21.3,29.5,0.308,5.74,2.228,3.0,120.629,10:56:31.489
895,120.102,21.9,26.6,25.3,0.0,0.228,21.3,30.2,0.331,3.096,3.625,3.0,120.102,10:56:32.685
896,119.22,21.9,26.8,23.3,0.0,0.271,22.7,30.0,0.302,4.305,3.7,3.0,119.22,10:56:33.854
897,120.316,21.9,25.9,23.3,0.0,0.245,21.3,29.8,0.326,4.191,2.794,3.0,120.316,10:56:35.016
898,120.544,21.9,26.3,25.4,0.0,0.247,21.3,30.0,0.32,2.945,3.625,3.0,120.544,10:56:36.186
899,119.613,21.9,25.9,25.4,0.0,0.245,22.7,30.4,0.316,3.776,3.474,3.0,119.613,10:56:37.347
900,121.147,21.9,26.6,23.4,0.0,0.255,22.7,30.0,0.331,5.475,2.568,3.0,121.147,10:56:38.503
901,120.436,23.4,25.9,23.4,0.0,0.247,21.3,30.4,0.313,2.605,3.059,3.0,120.436,10:56:39.673
902,119.554,21.9,25.7,25.5,0.0,0.236,21.3,30.2,0.308,3.852,3.361,3.0,119.554,10:56:40.846
903,120.078,21.9,27.3,23.5,0.0,0.25,22.7,30.4,0.316,4.682,2.908,3.0,120.078,10:56:42.013
904,120.141,21.9,26.6,23.5,0.0,0.243,21.3,30.0,0.325,2.568,2.643,3.0,120.141,10:56:43.174
905,118.331,21.9,25.9,25.6,0.0,0.242,21.3,30.0,0.305,3.625,4.267,3.0,118.331,10:56:44.357
906,120.042,21.9,25.7,23.5,0.0,0.247,21.3,30.4,0.322,3.738,2.832,3.0,120.042,10:56:45.544
907,119.613,21.9,26.1,25.6,0.0,0.221,21.3,30.0,0.31,3.474,3.285,3.0,119.613,10:56:46.720
908,121.21,21.9,27.0,23.6,0.0,0.236,22.7,30.2,0.316,3.663,3.549,3.0,121.21,10:56:47.885
909,119.671,21.9,25.9,23.6,0.0,0.256,21.3,30.2,0.32,3.852,2.908,3.0,119.671,10:56:49.061
910,120.228,21.9,26.3,23.6,0.0,0.238,21.3,30.4,0.306,5.098,1.926,3.0,120.228,10:56:50.247
911,120.225,21.9,26.6,23.6,0.0,0.247,22.8,30.0,0.292,3.247,3.323,3.0,120.225,10:56:51.415
912,119.734,23.4,26.1,25.7,0.0,0.24,21.3,30.2,0.321,3.361,3.549,3.0,119.734,10:56:52.597
913,120.206,21.9,26.3,23.7,0.0,0.237,22.7,30.4,0.331,4.229,2.719,3.0,120.206,10:56:53.763
914,120.246,21.9,26.3,23.7,0.0,0.251,22.8,30.0,0.316,3.247,2.568,3.0,120.246,10:56:54.922
