Log,mixer_motor_temperature_M1,cp_flowrate,ac_flowrate,mixer_speed_M2,cp_pressure,mixer_temperature_Funnel_outlet,mixer_temperature_Funnel,cp_temperature,mixer_motor_temperature_M2,mixer_torque_M2,mixer_pressure,mixer_torque_M1,mixer_speed_M1,Time
1112,27.7,1.5,51.6,120.347,0.764,22.8,26.3,24.7,30.0,4.644,0.264,3.398,120.347,12:09:00.782
1113,27.7,1.5,51.6,120.289,0.772,22.8,24.9,26.1,30.0,3.474,0.321,3.625,120.289,12:09:01.953
1114,27.0,1.5,51.6,120.277,0.757,22.8,26.3,24.7,30.0,4.191,0.264,4.38,120.277,12:09:03.149
1115,27.3,1.5,51.6,119.578,0.767,22.8,24.9,26.1,30.0,4.493,0.256,3.549,119.578,12:09:04.318
1116,26.6,1.5,51.6,120.876,0.751,24.8,24.8,24.7,30.2,3.587,0.261,4.229,120.876,12:09:05.490
1117,27.5,1.5,51.6,120.166,0.796,22.8,26.3,24.7,29.8,4.229,0.283,4.418,120.166,12:09:06.658
1118,26.6,1.5,51.6,119.425,0.776,22.8,24.8,26.1,30.4,3.965,0.286,3.361,119.425,12:09:07.841
1119,27.5,1.5,51.6,120.173,0.787,24.8,26.3,24.7,30.4,4.305,0.238,3.776,120.173,12:09:09.015
1120,27.3,1.5,51.6,120.424,0.748,22.8,24.9,24.7,30.0,4.003,0.317,4.758,120.424,12:09:10.185
1121,27.5,1.5,51.6,119.516,0.806,22.8,24.9,26.1,30.4,3.889,0.281,3.814,119.516,12:09:11.349
1122,27.0,1.5,51.6,120.021,0.826,24.9,26.3,24.7,30.2,3.965,0.25,4.644,120.021,12:09:12.530
1123,27.5,1.5,51.6,120.665,0.776,22.8,24.9,26.1,30.0,4.531,0.377,4.305,120.665,12:09:13.700
1124,27.0,1.5,51.6,119.23,0.758,22.7,24.8,24.7,30.4,3.814,0.295,3.889,119.23,12:09:14.869
1125,27.0,1.5,51.6,120.226,0.778,22.7,26.3,24.7,30.0,3.889,0.221,4.909,120.226,12:09:16.037
1126,26.8,1.5,51.6,120.023,0.801,22.7,24.8,26.1,30.0,4.267,0.288,3.776,120.023,12:09:17.227
1127,26.8,1.5,51.6,120.328,0.826,22.7,26.3,24.7,30.2,3.398,0.259,3.852,120.328,12:09:18.414
1128,27.0,1.5,51.6,119.657,0.792,22.7,24.9,26.1,30.4,3.7,0.291,4.909,119.657,12:09:19.601
1129,27.7,1.5,51.6,120.171,0.784,22.7,26.3,24.7,30.0,4.531,0.291,4.003,120.171,12:09:20.783
1130,27.0,1.5,51.6,119.99,0.745,22.7,24.9,26.1,30.2,3.549,0.264,4.493,119.99,12:09:21.964
1131,27.0,1.5,51.6,120.108,0.773,24.8,24.9,24.7,30.7,3.587,0.293,3.965,120.108,12:09:23.129
1132,27.3,1.5,51.6,119.982,0.757,22.7,24.9,24.7,30.4,4.569,0.265,2.945,119.982,12:09:24.298
1133,27.5,1.5,51.6,119.574,0.787,22.7,24.9,26.1,30.0,3.21,0.269,3.927,119.574,12:09:25.480
1134,27.0,1.5,51.6,120.529,0.724,22.7,26.3,24.6,30.0,4.154,0.243,4.154,120.529,12:09:26.661
1135,27.0,1.5,51.6,119.392,0.776,22.7,24.9,24.6,30.2,4.682,0.269,3.436,119.392,12:09:27.827
1136,27.0,1.5,51.6,120.622,0.724,24.8,24.9,24.7,30.4,4.078,0.255,3.474,120.622,12:09:28.999
1137,28.2,1.5,51.6,120.645,0.774,22.7,26.3,24.7,30.2,3.7,0.28,4.493,120.645,12:09:30.171
1138,27.5,1.5,51.6,119.677,0.822,22.7,24.9,26.1,30.0,3.549,0.288,3.625,119.677,12:09:31.355
1139,27.5,1.5,51.6,119.639,0.751,24.8,24.9,24.7,30.0,4.531,0.242,4.191,119.639,12:09:32.521
1140,27.7,1.5,51.6,120.047,0.724,22.7,24.9,24.7,30.4,4.342,0.314,3.776,120.047,12:09:33.707
1141,27.3,1.5,51.6,119.915,0.684,24.8,24.9,24.7,30.4,3.927,0.28,4.909,119.915,12:09:34.888
1142,27.7,1.5,51.6,120.065,0.731,22.7,24.9,24.7,30.0,4.305,0.305,4.305,120.065,12:09:36.072
1143,27.0,1.5,51.6,120.101,0.763,24.8,24.9,24.7,30.4,4.078,0.322,3.285,120.101,12:09:37.257
1144,27.7,1.5,51.6,121.606,0.769,22.7,26.4,24.7,30.2,3.059,0.26,3.361,121.606,12:09:38.420
1145,27.9,1.5,51.6,119.694,0.73,22.7,24.9,26.1,30.4,4.003,0.26,3.852,119.694,12:09:39.599
1146,27.5,1.5,51.6,120.076,0.758,22.7,26.4,24.7,30.2,4.38,0.298,3.398,120.076,12:09:40.785
1147,27.5,1.5,51.6,119.929,0.758,22.7,24.9,24.6,30.4,3.436,0.289,3.663,119.929,12:09:41.951
1148,27.5,1.5,51.6,119.092,0.792,24.8,24.9,24.7,30.2,4.305,0.281,4.418,119.092,12:09:43.117
1149,27.5,1.5,51.6,119.9,0.811,22.7,26.4,24.7,30.7,3.361,0.326,2.983,119.9,12:09:44.303
1150,27.5,1.5,51.6,119.96,0.835,24.8,24.9,24.7,30.7,3.436,0.283,4.418,119.96,12:09:45.495
1151,27.7,1.5,51.6,120.264,0.73,22.7,26.3,24.7,30.2,3.7,0.226,4.569,120.264,12:09:46.661
1152,27.3,1.5,51.6,119.53,0.784,22.7,24.9,26.1,30.4,3.852,0.255,3.285,119.53,12:09:47.847
1153,27.7,1.5,51.6,119.797,0.836,24.8,26.3,24.7,30.4,4.984,0.238,3.738,119.797,12:09:49.017
1154,27.5,1.5,51.6,119.983,0.806,22.7,24.9,26.1,30.4,4.04,0.273,4.305,119.983,12:09:50.205
1155,27.5,1.5,51.6,119.365,0.678,24.8,24.9,24.7,30.2,3.625,0.238,3.587,119.365,12:09:51.376
1156,27.9,1.5,51.6,119.949,0.762,22.7,24.9,24.7,30.4,4.796,0.333,3.625,119.949,12:09:52.564
1157,27.3,1.5,51.6,120.001,0.729,24.8,24.9,24.7,30.2,4.267,0.336,3.549,120.001,12:09:53.748
1158,28.2,1.5,51.6,120.011,0.848,22.7,24.9,24.7,30.4,3.663,0.251,4.229,120.011,12:09:54.931
1159,27.3,1.5,51.6,119.577,0.762,24.8,24.9,24.7,30.4,4.154,0.283,4.456,119.577,12:09:56.115
1160,27.7,1.5,51.6,120.115,0.687,22.7,24.9,26.1,31.1,3.965,0.228,2.983,120.115,12:09:57.312
1161,27.3,1.5,51.6,120.126,0.751,22.7,26.4,24.7,30.4,4.267,0.284,3.436,120.126,12:09:58.512
1162,26.8,1.5,51.6,120.36,0.769,22.7,24.9,26.1,30.4,3.587,0.305,3.587,120.36,12:09:59.691
1163,27.3,1.5,51.6,119.577,0.801,22.7,26.4,24.7,30.4,3.814,0.264,3.625,119.577,12:10:00.875
1164,27.3,1.5,51.6,120.302,0.779,22.7,24.9,24.6,30.4,4.04,0.278,3.965,120.302,12:10:02.042
1165,27.3,1.5,51.6,119.738,0.725,24.8,24.9,26.1,30.4,4.078,0.3,4.154,119.738,12:10:03.212
1166,28.2,1.5,51.6,119.735,0.762,22.7,26.4,24.7,30.4,3.965,0.288,4.116,119.735,12:10:04.393
1167,27.7,1.5,51.6,120.119,0.769,24.8,24.9,26.1,30.9,4.078,0.278,3.247,120.119,12:10:05.581
1168,27.0,1.5,51.6,119.869,0.812,22.7,26.4,24.7,30.7,4.493,0.26,3.474,119.869,12:10:06.749
1169,27.5,1.5,51.6,119.754,0.811,22.7,24.9,24.7,30.4,3.134,0.286,4.418,119.754,12:10:07.914
1170,27.7,1.5,51.6,120.908,0.748,24.8,24.9,26.1,30.2,4.342,0.317,4.003,120.908,12:10:09.096
1171,27.9,1.5,51.6,120.226,0.782,22.7,26.4,24.7,30.4,4.909,0.313,3.096,120.226,12:10:10.265
1172,27.7,1.5,51.6,120.544,0.739,22.7,24.9,24.7,30.2,2.945,0.299,4.229,120.544,12:10:11.435
1173,27.3,1.5,51.6,119.643,0.812,24.8,24.9,24.7,30.7,3.512,0.322,4.72,119.643,12:10:12.617
1174,27.5,1.5,51.6,120.161,0.745,22.7,24.9,24.7,30.7,4.078,0.294,2.983,120.161,12:10:13.798
1175,27.9,1.5,51.6,119.971,0.767,24.8,24.9,24.6,30.7,3.738,0.381,4.229,119.971,12:10:14.969
1176,27.9,1.5,51.6,119.765,0.781,22.7,26.4,24.7,30.4,4.154,0.273,4.342,119.765,12:10:16.149
1177,27.0,1.5,51.6,120.189,0.807,24.8,24.9,26.1,30.4,3.927,0.265,3.398,120.189,12:10:17.329
1178,27.9,1.5,51.6,119.855,0.764,22.7,26.4,24.6,30.2,4.38,0.266,3.663,119.855,12:10:18.499
1179,27.5,1.5,51.6,119.879,0.84,22.7,24.9,24.6,30.4,3.927,0.25,4.342,119.879,12:10:19.669
1180,27.9,1.5,51.6,119.517,0.798,24.8,24.9,24.6,30.4,3.814,0.305,3.776,119.517,12:10:20.850
1181,27.5,1.5,51.6,119.883,0.707,22.7,24.9,26.1,30.9,3.927,0.289,3.512,119.883,12:10:22.049
1182,28.2,1.5,51.6,119.701,0.702,24.8,24.9,24.7,30.4,3.927,0.328,3.927,119.701,12:10:23.235
1183,27.5,1.5,51.6,118.899,0.779,22.7,24.9,26.1,30.4,3.285,0.264,5.211,118.899,12:10:24.420
1184,27.5,1.5,51.6,120.039,0.835,22.7,24.9,24.7,30.9,3.587,0.321,4.493,120.039,12:10:25.602
1185,27.5,1.5,51.6,120.268,0.812,22.7,24.9,24.7,30.9,4.418,0.289,3.172,120.268,12:10:26.770
1186,28.2,1.5,51.6,121.401,0.767,22.7,24.9,26.1,30.7,3.059,0.261,3.398,121.401,12:10:27.940
1187,27.7,1.5,51.6,119.824,0.786,22.7,24.9,24.6,30.4,4.305,0.31,4.456,119.824,12:10:29.114
1188,27.5,1.5,51.6,119.769,0.762,24.8,24.9,26.1,30.2,4.342,0.271,3.096,119.769,12:10:30.319
1189,28.2,1.5,51.6,119.95,0.796,22.7,26.4,24.7,30.7,4.342,0.221,3.965,119.95,12:10:31.502
1190,28.4,1.5,51.6,120.166,0.807,24.8,24.9,26.1,30.7,3.512,0.294,4.078,120.166,12:10:32.687
1191,28.2,1.5,51.6,118.572,0.796,22.7,26.4,24.6,30.4,4.229,0.271,3.965,118.572,12:10:33.868
1192,27.0,1.5,51.6,120.056,0.759,24.8,24.9,26.1,30.7,3.814,0.276,3.512,120.056,12:10:35.054
1193,27.5,1.5,51.6,120.466,0.812,22.7,24.9,24.7,30.9,4.116,0.326,3.398,120.466,12:10:36.256
1194,27.9,1.5,51.6,120.329,0.806,24.8,24.9,24.6,30.4,3.096,0.264,3.7,120.329,12:10:37.443
1195,27.7,1.5,51.6,120.664,0.824,22.7,24.9,26.1,30.4,4.229,0.309,4.116,120.664,12:10:38.644
1196,28.2,1.5,51.6,119.843,0.729,22.7,24.9,24.7,30.4,3.361,0.319,2.832,119.843,12:10:39.813
1197,27.9,1.5,51.6,120.492,0.743,22.6,24.9,24.6,30.4,3.436,0.337,4.342,120.492,12:10:40.987
1198,27.5,1.5,51.6,121.47,0.789,24.7,24.9,24.6,31.1,3.474,0.322,4.003,121.47,12:10:42.176
1199,28.2,1.5,51.6,119.635,0.82,22.7,24.9,24.6,30.9,3.927,0.3,3.625,119.635,12:10:43.358
1200,28.2,1.5,51.6,120.066,0.796,24.8,24.9,24.7,30.7,3.738,0.281,4.38,120.066,12:10:44.543
1201,27.5,1.5,51.6,120.313,0.764,22.7,24.9,24.6,30.4,4.267,0.3,4.04,120.313,12:10:45.726
1202,27.7,1.5,51.6,119.834,0.709,24.7,24.9,24.7,30.4,2.945,0.31,4.078,119.834,12:10:46.912
1203,27.5,1.5,51.6,120.322,0.751,22.6,24.9,24.6,30.7,4.003,0.295,4.003,120.322,12:10:48.092
1204,27.7,1.5,51.6,120.099,0.736,22.6,24.9,24.6,30.7,4.154,0.261,3.512,120.099,12:10:49.295
1205,27.7,1.5,51.6,119.834,0.764,22.6,24.9,26.1,30.7,3.361,0.27,3.965,119.834,12:10:50.478
1206,27.7,1.5,51.6,120.922,0.72,22.6,25.0,24.6,30.4,3.587,0.245,4.305,120.922,12:10:51.659
1207,27.0,1.5,51.6,119.883,0.779,22.6,24.9,24.6,30.9,4.418,0.227,3.21,119.883,12:10:52.844
1208,27.5,1.5,51.6,120.146,0.776,22.6,24.9,24.7,30.9,4.569,0.259,5.06,120.146,12:10:54.030
1209,27.7,1.5,51.6,120.1,0.872,22.6,24.9,26.1,30.4,3.965,0.289,4.456,120.1,12:10:55.226
1210,27.9,1.5,51.6,118.897,0.764,22.6,26.4,24.6,30.7,3.021,0.291,5.362,118.897,12:10:56.412
1211,28.2,1.5,51.6,119.389,0.762,24.7,24.9,24.6,31.1,3.512,0.304,4.607,119.389,12:10:57.614
1212,28.6,1.5,51.6,119.935,0.812,22.7,24.9,24.7,31.1,3.7,0.264,2.945,119.935,12:10:58.798
1213,28.2,1.5,51.6,119.588,0.763,24.7,24.9,24.6,31.1,3.587,0.293,5.135,119.588,12:10:59.980
1214,27.5,1.5,51.6,119.905,0.835,22.6,24.9,24.7,30.9,3.587,0.28,4.116,119.905,12:11:01.164
1215,27.9,1.5,51.6,119.262,0.768,24.7,24.9,24.6,30.4,3.663,0.275,4.758,119.262,12:11:02.348
1216,27.7,1.5,51.6,120.529,0.762,22.6,25.0,26.1,30.9,3.738,0.295,4.418,120.529,12:11:03.549
1217,28.2,1.5,51.6,120.204,0.857,22.6,26.4,24.6,30.4,3.663,0.291,3.852,120.204,12:11:04.740
1218,28.2,1.5,51.6,120.161,0.787,22.6,24.9,26.1,30.7,3.247,0.266,3.927,120.161,12:11:05.922
1219,27.7,1.5,51.6,119.804,0.73,22.6,25.0,24.6,30.4,3.965,0.289,4.493,119.804,12:11:07.104
1220,27.7,1.5,51.6,120.002,0.769,24.7,25.0,26.1,31.1,3.474,0.226,2.908,120.002,12:11:08.306
1221,27.9,1.5,51.6,120.655,0.701,22.6,26.4,24.6,31.1,3.965,0.316,3.927,120.655,12:11:09.490
1222,27.7,1.5,51.6,119.916,0.753,24.7,24.9,26.1,31.1,3.776,0.276,4.644,119.916,12:11:10.679
1223,27.7,1.5,51.6,117.373,0.784,22.6,26.4,24.6,30.9,3.549,0.341,5.362,117.373,12:11:11.863
1224,27.5,1.5,51.6,120.021,0.751,24.7,24.9,26.1,30.9,3.663,0.276,4.191,120.021,12:11:13.050
1225,27.5,1.5,51.6,120.237,0.809,22.6,24.9,24.6,31.1,4.418,0.326,3.361,120.237,12:11:14.249
1226,27.5,1.5,51.6,120.778,0.789,22.6,24.9,24.6,31.4,3.096,0.27,3.738,120.778,12:11:15.434
1227,28.6,1.5,51.6,119.606,0.811,22.6,24.9,24.6,30.9,4.644,0.278,4.191,119.606,12:11:16.616
1228,27.9,1.5,51.6,119.846,0.807,22.6,24.9,24.6,31.4,3.889,0.293,3.247,119.846,12:11:17.800
1229,27.9,1.5,51.6,120.769,0.804,22.6,24.9,24.6,30.7,3.587,0.319,3.852,120.769,12:11:18.987
1230,27.7,1.5,51.6,119.808,0.754,22.6,26.4,24.6,31.1,3.474,0.303,4.682,119.808,12:11:20.186
1231,28.2,1.5,51.6,119.44,0.778,24.7,24.9,26.1,30.7,4.154,0.381,3.21,119.44,12:11:21.369
1232,27.5,1.5,51.6,119.954,0.781,22.7,26.4,24.6,31.1,3.512,0.309,3.814,119.954,12:11:22.552
1233,28.2,1.5,51.6,119.849,0.763,24.7,24.9,26.1,31.1,3.512,0.337,4.305,119.849,12:11:23.737
1234,28.2,1.5,51.6,120.535,0.782,22.6,26.4,24.6,31.1,2.945,0.261,3.587,120.535,12:11:24.937
1235,27.3,1.5,51.6,119.8,0.797,22.6,25.0,24.6,31.1,3.738,0.264,4.04,119.8,12:11:26.136
1236,28.6,1.5,51.6,119.575,0.753,22.6,24.9,24.6,30.4,4.607,0.261,2.794,119.575,12:11:27.322
1237,27.7,1.5,51.6,120.085,0.707,22.6,24.9,24.6,31.1,4.267,0.294,3.814,120.085,12:11:28.503
1238,27.7,1.5,51.6,120.347,0.773,22.6,24.9,24.6,31.1,3.738,0.323,4.191,120.347,12:11:29.687
1239,28.6,1.5,51.6,119.212,0.802,22.6,24.9,24.6,30.9,3.738,0.337,3.625,119.212,12:11:30.871
1240,27.9,1.5,51.6,120.253,0.792,22.7,24.9,24.6,31.1,3.927,0.283,4.003,120.253,12:11:32.052
1241,28.2,1.5,51.6,120.546,0.804,22.6,25.0,24.6,30.9,4.04,0.27,3.776,120.546,12:11:33.233
1242,28.4,1.5,51.6,120.352,0.774,22.6,24.9,24.6,31.1,3.927,0.275,4.116,120.352,12:11:34.417
1243,27.9,1.5,51.6,119.76,0.764,22.7,24.9,24.6,30.9,5.06,0.298,4.758,119.76,12:11:35.601
1244,28.4,1.5,51.6,120.116,0.85,22.6,24.9,24.6,31.1,3.738,0.276,2.87,120.116,12:11:36.792
1245,27.7,1.5,51.6,119.917,0.764,22.7,26.4,24.6,30.4,3.7,0.319,3.852,119.917,12:11:37.991
1246,27.9,1.5,51.6,119.965,0.743,24.7,24.9,26.1,30.7,3.625,0.28,3.625,119.965,12:11:39.170
1247,27.9,1.5,51.6,119.582,0.719,22.6,26.4,24.6,31.1,3.587,0.281,3.134,119.582,12:11:40.367
1248,27.9,1.5,51.6,119.855,0.806,24.8,24.9,26.1,30.9,4.607,0.242,3.738,119.855,12:11:41.546
1249,28.4,1.5,51.6,118.491,0.798,22.6,26.4,24.6,31.1,3.587,0.303,5.551,118.491,12:11:42.740
1250,27.7,1.5,51.6,119.949,0.806,22.6,25.0,24.6,31.6,3.172,0.326,3.436,119.949,12:11:43.940
1251,28.6,1.5,51.6,120.643,0.735,22.6,25.0,24.6,30.7,3.587,0.361,3.927,120.643,12:11:45.129
1252,28.2,1.5,51.6,120.071,0.757,22.6,25.0,24.6,30.9,3.965,0.281,2.908,120.071,12:11:46.313
1253,27.7,1.5,51.6,120.557,0.784,22.7,25.0,24.6,30.7,3.398,0.238,3.889,120.557,12:11:47.492
1254,28.6,1.5,51.6,119.124,0.814,22.6,25.0,24.6,31.4,3.512,0.27,4.909,119.124,12:11:48.682
1255,27.7,1.5,51.6,119.837,0.858,22.6,24.9,24.6,30.9,4.456,0.283,3.7,119.837,12:11:49.865
1256,28.2,1.5,51.6,119.927,0.703,22.6,24.9,24.6,30.9,4.078,0.3,4.418,119.927,12:11:51.054
1257,27.7,1.5,51.6,121.345,0.763,24.7,25.0,24.6,30.9,4.116,0.365,3.398,121.345,12:11:52.241
1258,27.7,1.5,51.6,119.658,0.681,22.7,24.9,24.6,31.1,3.323,0.291,4.796,119.658,12:11:53.423
1259,28.8,1.5,51.6,120.288,0.767,24.7,25.0,26.1,31.4,3.814,0.286,4.607,120.288,12:11:54.611
1260,27.7,1.5,51.6,120.239,0.802,22.7,25.0,24.6,31.1,3.587,0.276,3.323,120.239,12:11:55.792
1261,27.7,1.5,51.6,120.316,0.817,22.7,25.0,24.6,31.1,3.814,0.298,3.852,120.316,12:11:56.974
1262,27.9,1.5,51.6,120.14,0.726,22.7,25.0,24.6,31.1,4.191,0.273,4.342,120.14,12:11:58.157
1263,27.9,1.5,51.6,119.427,0.717,22.7,25.0,24.6,30.9,4.909,0.323,3.361,119.427,12:11:59.344
1264,28.4,1.5,51.6,119.912,0.807,22.7,25.0,24.6,30.7,4.04,0.245,4.267,119.912,12:12:00.529
1265,27.5,1.5,51.6,119.976,0.819,24.8,25.0,26.1,31.1,4.191,0.327,4.342,119.87,12:12:01.725
1266,28.2,1.5,51.6,120.157,0.797,22.6,26.4,24.6,31.4,3.172,0.275,4.078,120.157,12:12:02.921
1267,28.4,1.5,51.6,119.375,0.734,22.7,25.0,26.1,31.1,3.814,0.305,4.758,119.375,12:12:04.108
1268,27.7,1.5,51.6,120.217,0.679,22.7,26.4,24.6,31.1,4.116,0.331,3.285,120.217,12:12:05.288
1269,28.6,1.5,51.6,119.665,0.806,24.7,25.0,26.1,31.1,3.587,0.286,4.456,119.665,12:12:06.474
1270,28.2,1.5,51.6,120.495,0.768,22.6,26.4,24.6,31.1,3.361,0.276,4.154,120.495,12:12:07.658
1271,27.7,1.5,51.6,119.69,0.767,24.7,25.0,26.0,31.1,4.305,0.284,3.587,119.69,12:12:08.842
1272,28.6,1.5,51.6,119.766,0.776,22.7,25.0,24.6,31.6,3.814,0.251,4.984,119.766,12:12:10.044
1273,28.2,1.5,51.6,120.539,0.715,22.6,26.5,24.6,31.8,3.549,0.314,3.738,120.539,12:12:11.238
1274,28.2,1.5,51.6,120.143,0.774,24.8,25.0,26.0,31.1,3.474,0.265,3.965,120.143,12:12:12.425
1275,27.9,1.5,51.6,119.388,0.812,22.7,26.4,24.6,30.9,5.626,0.259,4.909,119.388,12:12:13.612
1276,28.6,1.5,51.6,120.149,0.804,24.7,25.0,26.1,31.1,3.7,0.264,3.436,120.149,12:12:14.793
1277,27.9,1.5,51.6,119.936,0.758,22.6,26.5,24.6,30.9,3.285,0.289,3.889,119.936,12:12:15.977
1278,29.1,1.5,51.6,119.122,0.836,24.8,25.0,24.6,31.1,4.569,0.265,5.702,119.122,12:12:17.155
1279,28.2,1.5,51.6,119.59,0.809,22.7,26.5,24.6,31.6,3.587,0.338,3.965,119.59,12:12:18.350
1280,28.2,1.5,51.6,120.13,0.82,24.7,25.0,26.1,30.7,3.776,0.295,4.342,120.13,12:12:19.537
1281,28.4,1.5,51.6,120.541,0.74,22.6,26.5,24.6,31.4,4.682,0.331,4.003,120.541,12:12:20.723
1282,28.2,1.5,51.6,120.148,0.743,24.7,25.0,26.1,31.8,3.059,0.265,4.116,120.148,12:12:21.907
1283,28.2,1.5,51.6,119.671,0.638,22.6,26.5,24.6,30.9,4.456,0.266,4.003,119.671,12:12:23.097
1284,28.6,1.5,51.6,120.095,0.819,24.7,25.0,26.1,31.6,4.229,0.281,3.436,120.095,12:12:24.279
1285,28.2,1.5,51.6,119.996,0.793,22.6,25.0,24.6,31.1,3.625,0.247,3.889,119.996,12:12:25.478
1286,28.6,1.5,51.6,119.895,0.751,22.6,25.0,24.6,31.1,3.323,0.26,4.644,119.895,12:12:26.662
1287,28.8,1.5,51.6,119.845,0.751,22.6,26.5,24.6,31.1,3.814,0.261,3.285,119.845,12:12:27.841
1288,28.2,1.5,51.6,119.847,0.787,22.7,25.0,24.6,31.4,4.607,0.317,4.003,119.847,12:12:29.043
1289,27.9,1.5,51.6,120.461,0.748,24.7,25.0,24.6,31.4,4.267,0.28,3.776,120.461,12:12:30.221
1290,28.4,1.5,51.6,120.442,0.83,22.6,25.0,24.6,31.1,3.549,0.295,4.229,120.442,12:12:31.408
1291,28.2,1.5,51.6,120.028,0.791,24.7,25.0,26.1,31.1,3.889,0.28,4.418,120.028,12:12:32.595
1292,28.8,1.5,51.6,120.147,0.779,22.7,25.0,24.6,31.6,4.305,0.3,3.361,120.147,12:12:33.775
1293,28.2,1.5,51.6,119.933,0.735,24.7,25.0,26.0,31.1,3.738,0.294,3.965,119.933,12:12:34.968
1294,27.9,1.5,51.6,120.824,0.721,22.6,26.5,24.6,31.1,3.549,0.348,4.191,120.824,12:12:36.171
1295,28.6,1.5,51.6,119.595,0.793,22.6,25.0,24.6,31.4,3.814,0.31,3.21,119.595,12:12:37.368
1296,28.4,1.5,51.6,120.5,0.745,22.6,25.0,24.6,31.1,3.738,0.295,3.512,120.5,12:12:38.555
1297,29.3,1.5,51.6,120.199,0.735,22.6,25.0,24.6,31.4,3.474,0.291,4.003,120.199,12:12:39.741
1298,28.2,1.5,51.6,120.086,0.772,24.7,25.0,26.1,31.4,3.059,0.283,3.247,120.086,12:12:40.941
1299,29.3,1.5,51.6,119.46,0.791,22.6,25.0,24.6,31.1,3.738,0.265,5.4,119.46,12:12:42.121
1300,27.9,1.5,51.6,119.987,0.75,24.7,25.0,24.6,31.1,4.909,0.265,2.87,119.987,12:12:43.305
1301,28.6,1.5,51.6,119.714,0.782,22.6,26.5,24.6,31.6,3.436,0.26,4.003,119.714,12:12:44.491
1302,28.4,1.5,51.6,120.015,0.731,24.7,25.0,26.1,31.1,3.512,0.271,4.003,120.015,12:12:45.678
1303,28.2,1.5,51.6,119.305,0.786,22.7,26.5,24.6,31.4,4.456,0.331,3.852,119.305,12:12:46.859
1304,28.6,1.5,51.6,120.085,0.769,24.7,25.0,26.0,31.4,3.889,0.266,4.267,120.085,12:12:48.043
1305,28.2,1.5,51.6,120.143,0.757,22.6,26.5,24.6,31.1,3.852,0.259,4.607,120.143,12:12:49.231
1306,28.6,1.5,51.6,119.946,0.796,24.7,25.0,26.1,31.1,3.096,0.291,4.229,119.946,12:12:50.415
1307,28.4,1.5,51.6,120.514,0.757,24.7,25.0,26.0,31.8,4.003,0.27,4.493,120.514,12:12:51.623
1308,28.4,1.5,51.6,121.525,0.806,22.6,26.5,24.6,31.6,4.72,0.294,2.87,118.555,12:12:52.836
1309,28.6,1.5,51.6,120.426,0.807,22.6,25.0,24.6,30.9,4.947,0.254,4.04,120.426,12:12:54.038
1310,28.4,1.5,51.6,119.772,0.796,24.7,25.0,26.0,31.4,3.814,0.363,4.607,119.772,12:12:55.237
1311,28.6,1.5,51.6,120.338,0.782,22.6,26.5,24.6,31.1,3.134,0.254,3.965,120.338,12:12:56.419
1312,27.9,1.5,51.6,119.886,0.669,24.7,25.0,24.6,31.4,3.776,0.276,4.418,119.886,12:12:57.603
1313,28.4,1.5,51.6,120.063,0.791,22.6,26.5,24.6,31.1,3.814,0.237,3.021,120.063,12:12:58.800
1314,28.8,1.5,51.6,119.984,0.784,24.7,25.0,26.0,31.4,3.663,0.275,3.814,119.984,12:12:59.981
1315,28.4,1.5,51.6,119.804,0.741,22.6,26.5,24.6,31.6,3.549,0.309,4.342,119.804,12:13:01.161
1316,28.4,1.5,51.6,119.221,0.792,24.7,25.0,26.0,31.1,3.776,0.27,4.04,119.221,12:13:02.349
1317,27.9,1.5,51.6,120.268,0.772,22.7,26.5,24.6,31.6,5.135,0.216,4.078,120.268,12:13:03.544
1318,29.3,1.5,51.6,119.974,0.804,22.6,25.0,26.0,31.1,4.607,0.308,3.776,119.974,12:13:04.726
1319,28.4,1.5,51.6,119.52,0.776,22.6,26.5,24.6,31.1,3.21,0.273,4.531,119.52,12:13:05.909
1320,28.6,1.5,51.6,119.455,0.855,22.6,25.0,26.0,31.4,4.531,0.271,4.229,119.455,12:13:07.091
1321,28.2,1.5,51.6,120.876,0.779,24.7,25.0,24.6,31.4,4.191,0.289,3.247,120.876,12:13:08.288
1322,28.6,1.5,51.6,120.021,0.712,22.6,25.0,26.0,31.6,3.738,0.314,4.569,120.021,12:13:09.476
1323,28.6,1.5,51.6,120.533,0.746,24.7,25.0,26.1,31.1,3.323,0.289,3.965,120.533,12:13:10.680
1324,28.2,1.5,51.6,119.396,0.754,22.6,25.0,24.6,31.6,4.305,0.286,3.587,119.396,12:13:11.859
1325,29.1,1.5,51.6,120.194,0.768,24.7,25.0,26.0,31.6,3.512,0.332,3.927,120.194,12:13:13.047
1326,28.6,1.5,51.6,119.914,0.789,22.6,25.0,24.6,31.4,4.531,0.255,4.04,119.914,12:13:14.227
1327,28.6,1.5,51.6,120.081,0.774,22.6,25.0,26.0,31.1,3.096,0.254,4.116,120.081,12:13:15.423
1328,28.8,1.5,51.6,119.794,0.719,22.6,26.5,24.6,31.6,4.305,0.319,4.493,119.794,12:13:16.609
1329,28.6,1.5,51.6,119.681,0.791,22.6,25.0,26.1,31.6,3.927,0.331,3.7,119.681,12:13:17.794
1330,29.3,1.5,51.6,120.166,0.811,22.6,26.5,24.6,31.6,3.889,0.248,4.72,120.166,12:13:18.978
